time,x,y,z,a,b,slope,slip
1787653317.970338,0.7632264275424209,0.7483601864067275,0.1962028221398992,0.6471842527389526,0.6109506487846375,2.3796774257789366e-06,0.3222070336341858
1787653317.9704652,0.3967966535905151,0.3907665332737227,0.196203562088141,0.6583600044250488,0.6179597973823547,1.016554392663238e-06,0.45736587047576904
1787653318.4707026,0.8514837189564533,0.6558996214563003,0.1962029177821188,0.5464932918548584,0.5614026188850403,2.6846959144677385e-07,0.40632936358451843
1787653318.4709473,0.47683545753057377,0.3069258685710997,0.19620012766802358,0.5745296478271484,0.5732611417770386,5.978104695714137e-07,0.47887659072875977
1787653319.2737083,0.9404821870743676,0.5484780141314147,0.1962023467806484,0.46746203303337097,0.533102810382843,1.3073434956822894e-06,0.5097985863685608
1787653319.2738805,0.5550726007959494,0.21142690410441908,0.1962082007286876,0.48982444405555725,0.5404852628707886,5.111655241307744e-07,0.5023031234741211
1787653320.0707846,1.0269333330686943,0.42124963558025463,0.19619908707202796,0.46746203303337097,0.533102810382843,4.6819386056995427e-07,0.6577156782150269
1787653320.0716205,0.623682415244492,0.10576160541411794,0.19620887631639397,0.46746203303337097,0.533102810382843,4.470045666948863e-07,0.5356678366661072
1787653320.8706286,1.1078887818567371,0.2666099528057794,0.1961952727912384,0.46746203303337097,0.533102810382843,6.956633455956762e-07,0.7895535826683044
1787653320.8707614,0.678463541645156,-0.012205331889013848,0.1962047484021879,0.46746203303337097,0.533102810382843,2.6117315883311676e-06,0.5585939288139343
1787653321.6206284,1.1752518187505598,0.08210265133665959,0.19619337646447005,0.46746203303337097,0.533102810382843,1.3120724133841577e-06,0.8605335354804993
1787653321.6207402,0.7153874454683986,-0.14299456713315054,0.19621394245115736,0.46746203303337097,0.533102810382843,1.4562049273081357e-06,0.5586289167404175
1787653322.3707793,1.2190627906194702,-0.12700162302526202,0.19619208080617342,0.46746203303337097,0.533102810382843,1.0415513997941162e-06,0.8574517965316772
1787653322.3710997,0.7317361167031999,-0.28402618244414274,0.19621716090736627,0.46746203303337097,0.533102810382843,2.594445504655596e-05,0.5471882224082947
1787653323.2728484,1.2325367747602662,-0.34576937730630536,0.19619208476686345,0.46746203303337097,0.533102810382843,0.0001181928746518679,0.41994577646255493
1787653323.2729325,0.7274344433194518,-0.4295287596845389,0.19621731709692924,0.46746203303337097,0.533102810382843,0.0013548391871154308,0.3109320402145386
1787653324.1207292,1.229424455648961,-0.5668849590533668,0.19620405705751762,0.46746203303337097,0.533102810382843,3.6709567211801186e-05,0.014335132203996181
1787653324.1208193,0.7188086020323299,-0.6045074260719921,0.19620734208244997,0.46746203303337097,0.533102810382843,0.0058301230892539024,0.008222331292927265
1787653325.170636,1.2444316151466788,-0.763205972283287,0.1962064005761839,0.46746203303337097,0.533102810382843,0.0001218125325976871,0.03666876256465912
1787653325.1707914,0.7339080114372261,-0.8020601876293555,0.19620408645819856,0.46746203303337097,0.533102810382843,0.007749455515295267,0.015765754505991936
1787653326.2707667,1.2620518587236362,-0.9926031505848311,0.19620659457931036,0.46746203303337097,0.533102810382843,2.0322331693023443e-05,0.012015429325401783
1787653326.2708392,0.7509667282306395,-1.0231970941823543,0.19620862144358805,0.46746203303337097,0.533102810382843,0.006560193374752998,0.04458431899547577
1787653327.1705859,1.268758862705592,-1.226622987835207,0.19620528267438384,0.46746203303337097,0.533102810382843,7.544900654465891e-06,4.5746724026685115e-06
1787653327.170732,0.7569605272696555,-1.2409918375811853,0.19620387469876419,0.4911710321903229,0.5409435629844666,0.0014438473153859377,2.7419289381214185e-06
1787653328.0706093,1.2743715077423012,-1.4265447340596746,0.1962050109744149,0.46746203303337097,0.533102810382843,4.73243671876844e-05,1.4670647033199202e-05
1787653328.0707483,0.7625731576370931,-1.4409130613112109,0.19620375410885876,0.4911710321903229,0.5409435629844666,1.7233578546438366e-06,1.0002133421949111e-05
1787653329.1220086,1.2799846348790935,-1.6264657129483433,0.19620378674112976,0.46746203303337097,0.533102810382843,4.491896470426582e-05,1.4713382370246109e-05
1787653329.122087,0.7681862547975964,-1.6408329724453072,0.19620307797310932,0.49268975853919983,0.5414625406265259,5.442065003080643e-07,1.0807683793245815e-05
1787653330.1205778,1.286297383416084,-1.8513761200187981,0.19620341384025006,0.46746203303337097,0.533102810382843,4.070092109031975e-05,1.5273781173164025e-05
1787653330.1207345,0.7744989617267669,-1.865741897219234,0.19620209044654371,0.46746203303337097,0.533102810382843,9.043556019605603e-07,7.442349215125432e-06
1787653331.070551,1.2926120925373001,-2.0762849977563254,0.19620250727179023,0.46746203303337097,0.533102810382843,5.098594328956096e-07,1.6613132174825296e-05
1787653331.0706851,0.7808136918471447,-2.090651522980282,0.19620051016290224,0.46746203303337097,0.533102810382843,1.8560006083134795e-06,2.681165597095969e-06
1787653332.0205562,1.2982292552088492,-2.2761998506499315,0.19620211454102446,0.46746203303337097,0.533102810382843,3.4704973472798883e-07,3.152333738398738e-05
1787653332.020733,0.7864309262049702,-2.290568929353673,0.19619965626038952,0.46746203303337097,0.533102810382843,8.751867426326498e-07,3.343276330269873e-05
1787653333.0704973,1.303841849268206,-2.4761137903991215,0.19620168125954665,0.46746203303337097,0.533102810382843,7.196467777248472e-07,1.8033584638033062e-05
1787653333.0706031,0.7920435606904783,-2.4904843091397573,0.19620149659179767,0.46746203303337097,0.533102810382843,1.4114796158537501e-06,8.831062814351753e-07
1787653336.3259635,1.3140891744890921,-2.8377428684351256,0.1962065971801722,0.46746203303337097,0.533102810382843,4.4088315576118475e-07,0.12112399190664291
1787653336.3261132,0.8022893757495827,-2.852059502472264,0.19620638649178251,0.46746203303337097,0.533102810382843,5.69182418530545e-07,0.12097714096307755
1787653337.2706425,1.3200142033029119,-3.0508947240120503,0.19620435892029672,0.46746203303337097,0.533102810382843,0.0,2.956546950372285e-06
